Workplace Zone Code,Supergroup Code,Supergroup Name,Group Code,Group Name
E33030125,B,City and business parks,B3,Big city life
E33030126,B,City and business parks,B1,Global business
E33030127,B,City and business parks,B1,Global business
E33030128,B,City and business parks,B1,Global business
E33030129,B,City and business parks,B3,Big city life
E33030130,B,City and business parks,B1,Global business
E33030131,B,City and business parks,B1,Global business
E33030132,B,City and business parks,B2,Administrative centres 
E33030133,B,City and business parks,B1,Global business
E33030134,B,City and business parks,B2,Administrative centres 
E33030135,B,City and business parks,B2,Administrative centres 
E33030136,B,City and business parks,B2,Administrative centres 
E33030137,B,City and business parks,B3,Big city life
E33030138,B,City and business parks,B3,Big city life
E33030139,B,City and business parks,B2,Administrative centres 
E33030140,B,City and business parks,B1,Global business
E33030141,B,City and business parks,B2,Administrative centres 
E33030142,B,City and business parks,B1,Global business
E33030143,B,City and business parks,B1,Global business
E33030144,B,City and business parks,B1,Global business
E33030145,B,City and business parks,B1,Global business
E33030146,B,City and business parks,B1,Global business
E33030147,B,City and business parks,B1,Global business
E33030148,B,City and business parks,B1,Global business
E33030149,B,City and business parks,B3,Big city life
E33030150,B,City and business parks,B1,Global business
E33030151,B,City and business parks,B1,Global business
E33030152,B,City and business parks,B2,Administrative centres 
E33030153,B,City and business parks,B1,Global business
E33030154,B,City and business parks,B5,Science and business parks
E33030155,B,City and business parks,B2,Administrative centres 
E33030156,B,City and business parks,B3,Big city life
E33030157,B,City and business parks,B2,Administrative centres 
E33030158,B,City and business parks,B5,Science and business parks
E33030159,C,Metro suburbs,C2,Independent professional metro services
E33030160,B,City and business parks,B5,Science and business parks
E33030161,B,City and business parks,B2,Administrative centres 
E33030162,B,City and business parks,B3,Big city life
E33030163,B,City and business parks,B1,Global business
E33030164,B,City and business parks,B2,Administrative centres 
E33030165,B,City and business parks,B3,Big city life
E33030166,B,City and business parks,B3,Big city life
E33030167,B,City and business parks,B3,Big city life
E33030168,B,City and business parks,B3,Big city life
E33030169,B,City and business parks,B2,Administrative centres 
E33030170,B,City and business parks,B1,Global business
E33030171,B,City and business parks,B1,Global business
E33030172,B,City and business parks,B2,Administrative centres 
E33030173,B,City and business parks,B1,Global business
E33030174,B,City and business parks,B3,Big city life
E33030175,B,City and business parks,B1,Global business
E33030176,B,City and business parks,B1,Global business
E33030177,B,City and business parks,B1,Global business
E33030178,B,City and business parks,B1,Global business
E33030179,B,City and business parks,B1,Global business
E33030180,B,City and business parks,B1,Global business
E33030181,B,City and business parks,B1,Global business
E33030182,B,City and business parks,B1,Global business
E33030183,B,City and business parks,B1,Global business
E33030184,B,City and business parks,B2,Administrative centres 
E33030185,B,City and business parks,B1,Global business
E33030186,B,City and business parks,B3,Big city life
E33030187,B,City and business parks,B1,Global business
E33030188,B,City and business parks,B1,Global business
E33030189,B,City and business parks,B1,Global business
E33030190,B,City and business parks,B1,Global business
E33030191,B,City and business parks,B3,Big city life
E33030192,B,City and business parks,B1,Global business
E33030193,B,City and business parks,B1,Global business
E33030194,B,City and business parks,B1,Global business
E33030195,B,City and business parks,B3,Big city life
E33030196,B,City and business parks,B1,Global business
E33030197,B,City and business parks,B3,Big city life
E33030198,B,City and business parks,B3,Big city life
E33030199,B,City and business parks,B1,Global business
E33030200,B,City and business parks,B1,Global business
E33030201,B,City and business parks,B2,Administrative centres 
E33030202,B,City and business parks,B2,Administrative centres 
E33030203,B,City and business parks,B1,Global business
E33030204,B,City and business parks,B1,Global business
E33030205,B,City and business parks,B1,Global business
E33030206,B,City and business parks,B1,Global business
E33030207,B,City and business parks,B3,Big city life
E33030208,B,City and business parks,B1,Global business
E33030209,B,City and business parks,B1,Global business
E33030210,B,City and business parks,B1,Global business
E33030211,B,City and business parks,B1,Global business
E33030212,C,Metro suburbs,C3,Metro suburban distribution industries
E33030213,B,City and business parks,B3,Big city life
E33030214,A,Retail,A5,Shop until you drop
E33030215,B,City and business parks,B3,Big city life
E33030216,B,City and business parks,B2,Administrative centres 
E33030217,B,City and business parks,B2,Administrative centres 
E33030218,B,City and business parks,B2,Administrative centres 
E33030219,B,City and business parks,B2,Administrative centres 
E33030220,B,City and business parks,B2,Administrative centres 
E33030221,B,City and business parks,B2,Administrative centres 
E33030222,C,Metro suburbs,C3,Metro suburban distribution industries
E33030223,B,City and business parks,B2,Administrative centres 
E33030224,C,Metro suburbs,C2,Independent professional metro services
E33030225,B,City and business parks,B3,Big city life
E33030226,B,City and business parks,B3,Big city life
E33030227,B,City and business parks,B1,Global business
E33030228,B,City and business parks,B2,Administrative centres 
E33030229,A,Retail,A6,"Eat, drink and be merry"
E33030230,B,City and business parks,B1,Global business
E33030231,B,City and business parks,B2,Administrative centres 
E33030232,B,City and business parks,B3,Big city life
E33030233,B,City and business parks,B3,Big city life
E33030234,B,City and business parks,B3,Big city life
E33030235,B,City and business parks,B3,Big city life
E33030236,B,City and business parks,B1,Global business
E33030237,B,City and business parks,B1,Global business
E33030238,B,City and business parks,B3,Big city life
E33030239,B,City and business parks,B3,Big city life
E33030240,B,City and business parks,B3,Big city life
E33030241,B,City and business parks,B3,Big city life
E33030242,B,City and business parks,B1,Global business
E33030243,B,City and business parks,B3,Big city life
E33030244,B,City and business parks,B3,Big city life
E33030245,B,City and business parks,B3,Big city life
E33030246,B,City and business parks,B3,Big city life
E33030247,B,City and business parks,B3,Big city life
E33030248,B,City and business parks,B3,Big city life
E33030249,B,City and business parks,B3,Big city life
E33030250,B,City and business parks,B2,Administrative centres 
E33030251,B,City and business parks,B3,Big city life
E33030252,B,City and business parks,B2,Administrative centres 
E33030253,B,City and business parks,B3,Big city life
E33030254,B,City and business parks,B2,Administrative centres 
E33030255,B,City and business parks,B2,Administrative centres 
E33030256,B,City and business parks,B2,Administrative centres 
E33030257,B,City and business parks,B3,Big city life
E33030258,B,City and business parks,B3,Big city life
E33030259,B,City and business parks,B3,Big city life
E33030260,B,City and business parks,B3,Big city life
E33030261,B,City and business parks,B3,Big city life
E33030262,B,City and business parks,B2,Administrative centres 
E33030263,B,City and business parks,B3,Big city life
E33030264,B,City and business parks,B3,Big city life
E33030265,B,City and business parks,B3,Big city life
E33030266,B,City and business parks,B3,Big city life
E33030267,B,City and business parks,B3,Big city life
E33030268,B,City and business parks,B3,Big city life
E33030269,B,City and business parks,B3,Big city life
E33030270,B,City and business parks,B3,Big city life
E33030271,B,City and business parks,B1,Global business
E33030272,B,City and business parks,B3,Big city life
E33030273,B,City and business parks,B3,Big city life
E33030274,B,City and business parks,B3,Big city life
E33030275,B,City and business parks,B3,Big city life
E33030276,B,City and business parks,B3,Big city life
E33030277,A,Retail,A3,Multiethnic urban high streets
E33030278,B,City and business parks,B3,Big city life
E33030279,B,City and business parks,B3,Big city life
E33030280,B,City and business parks,B3,Big city life
E33030281,B,City and business parks,B1,Global business
E33030282,B,City and business parks,B3,Big city life
E33030283,B,City and business parks,B1,Global business
E33030284,B,City and business parks,B1,Global business
E33030285,B,City and business parks,B3,Big city life
E33030286,B,City and business parks,B3,Big city life
E33030287,C,Metro suburbs,C2,Independent professional metro services
E33030288,B,City and business parks,B2,Administrative centres 
E33030289,B,City and business parks,B1,Global business
E33030290,B,City and business parks,B3,Big city life
E33030291,B,City and business parks,B2,Administrative centres 
E33030292,B,City and business parks,B3,Big city life
E33030293,B,City and business parks,B3,Big city life
E33030294,C,Metro suburbs,C2,Independent professional metro services
E33030295,B,City and business parks,B2,Administrative centres 
E33030296,B,City and business parks,B3,Big city life
E33030297,B,City and business parks,B1,Global business
E33030298,B,City and business parks,B3,Big city life
E33030299,B,City and business parks,B3,Big city life
E33030300,B,City and business parks,B3,Big city life
E33030301,B,City and business parks,B3,Big city life
E33030302,C,Metro suburbs,C2,Independent professional metro services
E33030303,B,City and business parks,B3,Big city life
E33030304,B,City and business parks,B3,Big city life
E33030305,B,City and business parks,B2,Administrative centres 
E33030306,B,City and business parks,B2,Administrative centres 
E33030307,B,City and business parks,B2,Administrative centres 
E33030308,B,City and business parks,B2,Administrative centres 
E33030309,B,City and business parks,B2,Administrative centres 
E33030310,B,City and business parks,B3,Big city life
E33030311,B,City and business parks,B3,Big city life
E33030312,B,City and business parks,B3,Big city life
E33030313,B,City and business parks,B3,Big city life
E33030314,B,City and business parks,B2,Administrative centres 
E33030315,B,City and business parks,B2,Administrative centres 
E33030316,B,City and business parks,B3,Big city life
E33030317,G,Servants of society,G2,Healthcare and public administration
E33030318,B,City and business parks,B2,Administrative centres 
E33030319,A,Retail,A6,"Eat, drink and be merry"
E33030320,B,City and business parks,B5,Science and business parks
E33030321,G,Servants of society,G2,Healthcare and public administration
E33030322,E,Manufacturing and distribution,E2,Industrial units
E33030323,A,Retail,A5,Shop until you drop
E33030324,G,Servants of society,G3,Large scale education
E33030325,B,City and business parks,B3,Big city life
E33030326,A,Retail,A6,"Eat, drink and be merry"
E33030327,B,City and business parks,B3,Big city life
E33030328,B,City and business parks,B4,Regional business centres
E33030329,B,City and business parks,B2,Administrative centres 
E33030330,B,City and business parks,B2,Administrative centres 
E33030331,B,City and business parks,B2,Administrative centres 
E33030332,A,Retail,A5,Shop until you drop
E33030333,G,Servants of society,G2,Healthcare and public administration
E33030334,A,Retail,A3,Multiethnic urban high streets
E33030335,A,Retail,A5,Shop until you drop
E33030336,A,Retail,A5,Shop until you drop
E33030337,B,City and business parks,B3,Big city life
E33030338,B,City and business parks,B3,Big city life
E33030339,B,City and business parks,B4,Regional business centres
E33030340,A,Retail,A5,Shop until you drop
E33030341,A,Retail,A5,Shop until you drop
E33030342,B,City and business parks,B3,Big city life
E33030343,B,City and business parks,B3,Big city life
E33030344,B,City and business parks,B1,Global business
E33030345,B,City and business parks,B5,Science and business parks
E33030346,A,Retail,A5,Shop until you drop
E33030347,B,City and business parks,B1,Global business
E33030348,A,Retail,A3,Multiethnic urban high streets
E33030349,B,City and business parks,B3,Big city life
E33030350,B,City and business parks,B3,Big city life
E33030351,B,City and business parks,B5,Science and business parks
E33030352,E,Manufacturing and distribution,E3,Business parks
E33030353,E,Manufacturing and distribution,E3,Business parks
E33030354,E,Manufacturing and distribution,E2,Industrial units
E33030355,E,Manufacturing and distribution,E3,Business parks
E33030356,B,City and business parks,B3,Big city life
E33030357,B,City and business parks,B3,Big city life
E33030358,B,City and business parks,B2,Administrative centres 
E33030359,B,City and business parks,B3,Big city life
E33030360,B,City and business parks,B2,Administrative centres 
E33030361,B,City and business parks,B3,Big city life
E33030362,B,City and business parks,B3,Big city life
E33030363,B,City and business parks,B3,Big city life
E33030364,B,City and business parks,B3,Big city life
E33030365,B,City and business parks,B3,Big city life
E33030366,B,City and business parks,B3,Big city life
E33030367,B,City and business parks,B1,Global business
E33030368,B,City and business parks,B2,Administrative centres 
E33030369,B,City and business parks,B2,Administrative centres 
E33030370,B,City and business parks,B2,Administrative centres 
E33030371,B,City and business parks,B2,Administrative centres 
E33030372,B,City and business parks,B2,Administrative centres 
E33030373,B,City and business parks,B3,Big city life
E33030374,B,City and business parks,B3,Big city life
E33030375,B,City and business parks,B1,Global business
E33030376,B,City and business parks,B2,Administrative centres 
E33030377,B,City and business parks,B2,Administrative centres 
E33030378,B,City and business parks,B2,Administrative centres 
E33030379,C,Metro suburbs,C3,Metro suburban distribution industries
E33030380,B,City and business parks,B3,Big city life
E33030381,B,City and business parks,B3,Big city life
E33030382,B,City and business parks,B3,Big city life
E33030383,B,City and business parks,B2,Administrative centres 
E33030384,C,Metro suburbs,C3,Metro suburban distribution industries
E33030385,B,City and business parks,B3,Big city life
E33030386,A,Retail,A3,Multiethnic urban high streets
E33030387,B,City and business parks,B2,Administrative centres 
E33030388,B,City and business parks,B3,Big city life
E33030389,B,City and business parks,B2,Administrative centres 
E33030390,E,Manufacturing and distribution,E2,Industrial units
E33030391,B,City and business parks,B3,Big city life
E33030392,B,City and business parks,B2,Administrative centres 
E33030393,B,City and business parks,B2,Administrative centres 
E33030394,B,City and business parks,B5,Science and business parks
E33030395,B,City and business parks,B3,Big city life
E33030396,B,City and business parks,B1,Global business
E33030397,B,City and business parks,B2,Administrative centres 
E33030398,C,Metro suburbs,C3,Metro suburban distribution industries
E33030399,C,Metro suburbs,C3,Metro suburban distribution industries
E33030400,C,Metro suburbs,C1,Teachers and carers in metro suburbs
E33030401,B,City and business parks,B2,Administrative centres 
E33030402,B,City and business parks,B3,Big city life
E33030403,C,Metro suburbs,C3,Metro suburban distribution industries
E33030404,B,City and business parks,B2,Administrative centres 
E33030405,B,City and business parks,B3,Big city life
E33030406,B,City and business parks,B2,Administrative centres 
E33030407,C,Metro suburbs,C1,Teachers and carers in metro suburbs
E33030408,B,City and business parks,B3,Big city life
E33030409,B,City and business parks,B3,Big city life
E33030410,C,Metro suburbs,C3,Metro suburban distribution industries
E33030411,E,Manufacturing and distribution,E2,Industrial units
E33030412,E,Manufacturing and distribution,E2,Industrial units
E33030413,B,City and business parks,B2,Administrative centres 
E33030414,B,City and business parks,B3,Big city life
E33030415,B,City and business parks,B3,Big city life
E33030416,A,Retail,A3,Multiethnic urban high streets
E33030417,B,City and business parks,B2,Administrative centres 
E33030418,B,City and business parks,B2,Administrative centres 
E33030419,E,Manufacturing and distribution,E2,Industrial units
E33030420,E,Manufacturing and distribution,E2,Industrial units
E33030421,B,City and business parks,B3,Big city life
E33030422,B,City and business parks,B3,Big city life
E33030423,E,Manufacturing and distribution,E2,Industrial units
E33030424,E,Manufacturing and distribution,E2,Industrial units
E33030425,E,Manufacturing and distribution,E2,Industrial units
E33030426,E,Manufacturing and distribution,E2,Industrial units
E33030427,C,Metro suburbs,C3,Metro suburban distribution industries
E33030428,B,City and business parks,B5,Science and business parks
E33030429,B,City and business parks,B1,Global business
E33030430,B,City and business parks,B3,Big city life
E33030431,C,Metro suburbs,C3,Metro suburban distribution industries
E33030432,B,City and business parks,B3,Big city life
E33030433,B,City and business parks,B3,Big city life
E33030434,B,City and business parks,B3,Big city life
E33030435,B,City and business parks,B1,Global business
E33030436,B,City and business parks,B1,Global business
E33030437,B,City and business parks,B2,Administrative centres 
E33030438,B,City and business parks,B2,Administrative centres 
E33030439,E,Manufacturing and distribution,E2,Industrial units
E33030440,E,Manufacturing and distribution,E2,Industrial units
E33030441,B,City and business parks,B2,Administrative centres 
E33030442,B,City and business parks,B3,Big city life
E33030443,B,City and business parks,B3,Big city life
E33030444,B,City and business parks,B4,Regional business centres
E33030445,B,City and business parks,B3,Big city life
E33030446,B,City and business parks,B2,Administrative centres 
E33030447,B,City and business parks,B2,Administrative centres 
E33030448,C,Metro suburbs,C2,Independent professional metro services
E33030449,C,Metro suburbs,C3,Metro suburban distribution industries
E33030450,C,Metro suburbs,C3,Metro suburban distribution industries
E33030451,B,City and business parks,B5,Science and business parks
E33030452,E,Manufacturing and distribution,E2,Industrial units
E33030453,B,City and business parks,B2,Administrative centres 
E33030454,A,Retail,A5,Shop until you drop
E33030455,E,Manufacturing and distribution,E2,Industrial units
E33030456,E,Manufacturing and distribution,E2,Industrial units
E33030457,E,Manufacturing and distribution,E2,Industrial units
E33030458,E,Manufacturing and distribution,E2,Industrial units
E33030459,E,Manufacturing and distribution,E2,Industrial units
E33030460,E,Manufacturing and distribution,E2,Industrial units
E33030461,B,City and business parks,B2,Administrative centres 
E33030462,B,City and business parks,B3,Big city life
E33030463,A,Retail,A3,Multiethnic urban high streets
E33030464,A,Retail,A5,Shop until you drop
E33030465,A,Retail,A5,Shop until you drop
E33030466,B,City and business parks,B2,Administrative centres 
E33030467,B,City and business parks,B2,Administrative centres 
E33030468,B,City and business parks,B2,Administrative centres 
E33030469,B,City and business parks,B2,Administrative centres 
E33030470,B,City and business parks,B2,Administrative centres 
E33030471,B,City and business parks,B2,Administrative centres 
E33030472,C,Metro suburbs,C3,Metro suburban distribution industries
E33030473,E,Manufacturing and distribution,E2,Industrial units
E33030474,G,Servants of society,G2,Healthcare and public administration
E33030475,A,Retail,A5,Shop until you drop
E33030476,B,City and business parks,B2,Administrative centres 
E33030477,B,City and business parks,B3,Big city life
E33030478,B,City and business parks,B2,Administrative centres 
E33030479,E,Manufacturing and distribution,E2,Industrial units
E33030480,B,City and business parks,B5,Science and business parks
E33030481,G,Servants of society,G2,Healthcare and public administration
E33030482,B,City and business parks,B3,Big city life
E33030483,B,City and business parks,B2,Administrative centres 
E33030484,A,Retail,A5,Shop until you drop
E33030485,E,Manufacturing and distribution,E2,Industrial units
E33030486,B,City and business parks,B2,Administrative centres 
E33030487,A,Retail,A5,Shop until you drop
E33030488,A,Retail,A3,Multiethnic urban high streets
E33030489,E,Manufacturing and distribution,E2,Industrial units
E33030490,E,Manufacturing and distribution,E2,Industrial units
E33030491,E,Manufacturing and distribution,E2,Industrial units
E33030492,A,Retail,A3,Multiethnic urban high streets
E33030493,B,City and business parks,B3,Big city life
E33030494,C,Metro suburbs,C1,Teachers and carers in metro suburbs
E33030495,C,Metro suburbs,C1,Teachers and carers in metro suburbs
E33030496,C,Metro suburbs,C3,Metro suburban distribution industries
E33030497,A,Retail,A5,Shop until you drop
E33030498,B,City and business parks,B2,Administrative centres 
E33030499,B,City and business parks,B3,Big city life
E33030500,B,City and business parks,B3,Big city life
E33030501,B,City and business parks,B5,Science and business parks
E33030502,C,Metro suburbs,C3,Metro suburban distribution industries
E33030503,E,Manufacturing and distribution,E2,Industrial units
E33030504,B,City and business parks,B3,Big city life
E33030505,G,Servants of society,G3,Large scale education
E33030506,B,City and business parks,B5,Science and business parks
E33030507,B,City and business parks,B3,Big city life
E33030508,C,Metro suburbs,C2,Independent professional metro services
E33030509,B,City and business parks,B3,Big city life
E33030510,B,City and business parks,B3,Big city life
E33030511,B,City and business parks,B1,Global business
E33030512,B,City and business parks,B1,Global business
E33030513,B,City and business parks,B3,Big city life
E33030514,B,City and business parks,B3,Big city life
E33030515,B,City and business parks,B3,Big city life
E33030516,B,City and business parks,B3,Big city life
E33030517,B,City and business parks,B1,Global business
E33030518,B,City and business parks,B3,Big city life
E33030519,B,City and business parks,B1,Global business
E33030520,B,City and business parks,B3,Big city life
E33030521,B,City and business parks,B1,Global business
E33030522,B,City and business parks,B1,Global business
E33030523,B,City and business parks,B2,Administrative centres 
E33030524,B,City and business parks,B1,Global business
E33030525,B,City and business parks,B3,Big city life
E33030526,B,City and business parks,B3,Big city life
E33030527,B,City and business parks,B2,Administrative centres 
E33030528,B,City and business parks,B2,Administrative centres 
E33030529,B,City and business parks,B2,Administrative centres 
E33030530,B,City and business parks,B3,Big city life
E33030531,B,City and business parks,B1,Global business
E33030532,B,City and business parks,B2,Administrative centres 
E33030533,B,City and business parks,B2,Administrative centres 
E33030534,B,City and business parks,B2,Administrative centres 
E33030535,B,City and business parks,B2,Administrative centres 
E33030536,B,City and business parks,B3,Big city life
E33030537,B,City and business parks,B3,Big city life
E33030538,B,City and business parks,B3,Big city life
E33030539,A,Retail,A5,Shop until you drop
E33030540,B,City and business parks,B2,Administrative centres 
E33030541,B,City and business parks,B2,Administrative centres 
E33030542,B,City and business parks,B2,Administrative centres 
E33030543,C,Metro suburbs,C3,Metro suburban distribution industries
E33030544,B,City and business parks,B3,Big city life
E33030545,B,City and business parks,B2,Administrative centres 
E33030546,B,City and business parks,B1,Global business
E33030547,B,City and business parks,B1,Global business
E33030548,B,City and business parks,B1,Global business
E33030549,B,City and business parks,B1,Global business
E33030550,B,City and business parks,B1,Global business
E33030551,B,City and business parks,B3,Big city life
E33030552,B,City and business parks,B1,Global business
E33030553,B,City and business parks,B3,Big city life
E33030554,B,City and business parks,B3,Big city life
E33030555,B,City and business parks,B3,Big city life
E33030556,B,City and business parks,B1,Global business
E33030557,B,City and business parks,B1,Global business
E33030558,B,City and business parks,B1,Global business
E33030559,B,City and business parks,B1,Global business
E33030560,B,City and business parks,B1,Global business
E33030561,B,City and business parks,B1,Global business
E33030562,B,City and business parks,B1,Global business
E33030563,B,City and business parks,B5,Science and business parks
E33030564,B,City and business parks,B1,Global business
E33030565,B,City and business parks,B5,Science and business parks
E33030566,B,City and business parks,B1,Global business
E33030567,B,City and business parks,B3,Big city life
E33030568,B,City and business parks,B1,Global business
E33030569,B,City and business parks,B1,Global business
E33030570,B,City and business parks,B1,Global business
E33030571,B,City and business parks,B2,Administrative centres 
E33030572,B,City and business parks,B3,Big city life
E33030573,B,City and business parks,B1,Global business
E33030574,B,City and business parks,B1,Global business
E33030575,B,City and business parks,B1,Global business
E33030576,B,City and business parks,B2,Administrative centres 
E33030577,B,City and business parks,B2,Administrative centres 
E33030578,B,City and business parks,B5,Science and business parks
E33030579,B,City and business parks,B2,Administrative centres 
E33030580,B,City and business parks,B2,Administrative centres 
E33030581,B,City and business parks,B2,Administrative centres 
E33030582,B,City and business parks,B3,Big city life
E33030583,B,City and business parks,B2,Administrative centres 
E33030584,B,City and business parks,B2,Administrative centres 
E33030585,B,City and business parks,B3,Big city life
E33030586,B,City and business parks,B2,Administrative centres 
E33030587,B,City and business parks,B1,Global business
E33030588,B,City and business parks,B2,Administrative centres 
E33030589,B,City and business parks,B5,Science and business parks
E33030590,B,City and business parks,B2,Administrative centres 
E33030591,A,Retail,A5,Shop until you drop
E33030592,B,City and business parks,B3,Big city life
E33030593,B,City and business parks,B2,Administrative centres 
E33030594,B,City and business parks,B2,Administrative centres 
E33030595,B,City and business parks,B2,Administrative centres 
E33030596,B,City and business parks,B2,Administrative centres 
E33030597,B,City and business parks,B3,Big city life
E33030598,B,City and business parks,B5,Science and business parks
E33030599,B,City and business parks,B5,Science and business parks
E33030600,B,City and business parks,B3,Big city life
E33030601,E,Manufacturing and distribution,E2,Industrial units
E33030602,C,Metro suburbs,C3,Metro suburban distribution industries
E33030603,B,City and business parks,B1,Global business
E33030604,B,City and business parks,B1,Global business
E33030605,B,City and business parks,B1,Global business
E33030606,B,City and business parks,B1,Global business
E33030607,B,City and business parks,B1,Global business
E33030608,B,City and business parks,B1,Global business
E33030609,B,City and business parks,B1,Global business
E33030610,B,City and business parks,B2,Administrative centres 
E33030611,B,City and business parks,B3,Big city life
E33030612,B,City and business parks,B1,Global business
E33030613,B,City and business parks,B3,Big city life
E33030614,B,City and business parks,B2,Administrative centres 
E33030615,B,City and business parks,B1,Global business
E33030616,A,Retail,A3,Multiethnic urban high streets
E33030617,B,City and business parks,B3,Big city life
E33030618,B,City and business parks,B2,Administrative centres 
E33030619,A,Retail,A3,Multiethnic urban high streets
E33030620,C,Metro suburbs,C2,Independent professional metro services
E33030621,E,Manufacturing and distribution,E2,Industrial units
E33030622,E,Manufacturing and distribution,E2,Industrial units
E33030623,E,Manufacturing and distribution,E2,Industrial units
E33030624,E,Manufacturing and distribution,E2,Industrial units
E33030625,B,City and business parks,B5,Science and business parks
E33030626,E,Manufacturing and distribution,E2,Industrial units
E33030627,E,Manufacturing and distribution,E2,Industrial units
E33030628,B,City and business parks,B3,Big city life
E33030629,B,City and business parks,B2,Administrative centres 
E33030630,G,Servants of society,G2,Healthcare and public administration
E33030631,B,City and business parks,B5,Science and business parks
E33030632,B,City and business parks,B3,Big city life
E33030633,A,Retail,A6,"Eat, drink and be merry"
E33030634,A,Retail,A3,Multiethnic urban high streets
E33030635,A,Retail,A3,Multiethnic urban high streets
E33030636,A,Retail,A5,Shop until you drop
E33030637,B,City and business parks,B1,Global business
E33030638,A,Retail,A3,Multiethnic urban high streets
E33030639,A,Retail,A3,Multiethnic urban high streets
E33030640,E,Manufacturing and distribution,E2,Industrial units
E33030641,C,Metro suburbs,C1,Teachers and carers in metro suburbs
E33030642,C,Metro suburbs,C3,Metro suburban distribution industries
E33030643,B,City and business parks,B3,Big city life
E33030644,B,City and business parks,B1,Global business
E33030645,B,City and business parks,B2,Administrative centres 
E33030646,B,City and business parks,B2,Administrative centres 
E33030647,B,City and business parks,B2,Administrative centres 
E33030648,C,Metro suburbs,C2,Independent professional metro services
E33030649,B,City and business parks,B5,Science and business parks
E33030650,B,City and business parks,B3,Big city life
E33030651,B,City and business parks,B1,Global business
E33030652,B,City and business parks,B1,Global business
E33030653,B,City and business parks,B3,Big city life
E33030654,B,City and business parks,B1,Global business
E33030655,B,City and business parks,B3,Big city life
E33030656,B,City and business parks,B1,Global business
E33030657,B,City and business parks,B3,Big city life
E33030658,B,City and business parks,B1,Global business
E33030659,B,City and business parks,B1,Global business
E33030660,B,City and business parks,B1,Global business
E33030661,B,City and business parks,B1,Global business
E33030662,C,Metro suburbs,C3,Metro suburban distribution industries
E33030663,C,Metro suburbs,C2,Independent professional metro services
E33030664,B,City and business parks,B3,Big city life
E33030665,B,City and business parks,B1,Global business
E33030666,B,City and business parks,B3,Big city life
E33030667,B,City and business parks,B1,Global business
E33030668,B,City and business parks,B3,Big city life
E33030669,B,City and business parks,B1,Global business
E33030670,B,City and business parks,B3,Big city life
E33030671,B,City and business parks,B1,Global business
E33030672,B,City and business parks,B3,Big city life
E33030673,B,City and business parks,B3,Big city life
E33030674,B,City and business parks,B1,Global business
E33030675,B,City and business parks,B2,Administrative centres 
E33030676,B,City and business parks,B2,Administrative centres 
E33030677,B,City and business parks,B2,Administrative centres 
E33030678,B,City and business parks,B1,Global business
E33030679,B,City and business parks,B1,Global business
E33030680,B,City and business parks,B1,Global business
E33030681,B,City and business parks,B1,Global business
E33030682,B,City and business parks,B3,Big city life
E33030683,B,City and business parks,B3,Big city life
E33030684,B,City and business parks,B2,Administrative centres 
E33030685,B,City and business parks,B2,Administrative centres 
E33030686,C,Metro suburbs,C3,Metro suburban distribution industries
E33030687,B,City and business parks,B2,Administrative centres 
E33030688,B,City and business parks,B3,Big city life
E33030689,B,City and business parks,B1,Global business
E33030690,B,City and business parks,B1,Global business
E33030691,B,City and business parks,B1,Global business
E33030692,B,City and business parks,B1,Global business
E33030693,B,City and business parks,B1,Global business
E33030694,B,City and business parks,B2,Administrative centres 
E33030695,B,City and business parks,B2,Administrative centres 
E33030696,B,City and business parks,B2,Administrative centres 
E33030697,B,City and business parks,B3,Big city life
E33030698,A,Retail,A5,Shop until you drop
E33030699,B,City and business parks,B3,Big city life
E33030700,C,Metro suburbs,C3,Metro suburban distribution industries
E33030701,B,City and business parks,B2,Administrative centres 
E33030702,E,Manufacturing and distribution,E2,Industrial units
E33030703,C,Metro suburbs,C3,Metro suburban distribution industries
E33030704,E,Manufacturing and distribution,E2,Industrial units
E33030705,E,Manufacturing and distribution,E2,Industrial units
E33030706,E,Manufacturing and distribution,E2,Industrial units
E33030707,E,Manufacturing and distribution,E2,Industrial units
E33030708,E,Manufacturing and distribution,E2,Industrial units
E33030709,A,Retail,A5,Shop until you drop
E33030710,C,Metro suburbs,C3,Metro suburban distribution industries
E33030711,C,Metro suburbs,C3,Metro suburban distribution industries
E33030712,E,Manufacturing and distribution,E2,Industrial units
E33030713,E,Manufacturing and distribution,E2,Industrial units
E33030714,B,City and business parks,B3,Big city life
E33030715,A,Retail,A5,Shop until you drop
E33030716,C,Metro suburbs,C3,Metro suburban distribution industries
E33030717,B,City and business parks,B3,Big city life
E33030718,C,Metro suburbs,C3,Metro suburban distribution industries
E33030719,E,Manufacturing and distribution,E2,Industrial units
E33030720,B,City and business parks,B1,Global business
E33030721,B,City and business parks,B3,Big city life
E33030722,B,City and business parks,B2,Administrative centres 
E33030723,C,Metro suburbs,C1,Teachers and carers in metro suburbs
E33030724,B,City and business parks,B2,Administrative centres 
E33030725,B,City and business parks,B3,Big city life
E33030726,B,City and business parks,B3,Big city life
E33030727,B,City and business parks,B3,Big city life
E33030728,A,Retail,A3,Multiethnic urban high streets
E33030729,C,Metro suburbs,C3,Metro suburban distribution industries
E33030730,B,City and business parks,B2,Administrative centres 
E33030731,B,City and business parks,B3,Big city life
E33030732,B,City and business parks,B3,Big city life
E33030733,B,City and business parks,B3,Big city life
E33030734,B,City and business parks,B3,Big city life
E33030735,B,City and business parks,B2,Administrative centres 
