"LSOA11","area_supergroup","area_group","gas_centile","elec_centile","drive_centile","median_household_income","mean_household.size","RUC11","acc_town_p15min_PT_walk","Crr_EE","postcodes"
"E01016493","3 Ethnically diverse professionals","3b Asian traits",71,79,83,"41899.5",2.5,"Urban city and town",75.5281690140845,65.6846473029046,"SL1 6AF, SL1 6AG, SL1 6AH, SL1 6AJ, SL1 6AL, SL1 6AN, SL1 6AQ, SL1 6AR, SL1 6AS, SL1 6AW, SL1 6AZ, SL1 6JE, SL1 6JF, SL6 0LG, SL6 0LH, SL6 0LN, SL6 0LQ, SL6 0LW, SL6 0PL"
"E01030979","3 Ethnically diverse professionals","3a Achieving neighbourhoods",70,81,83,"53662",2.6,"Urban major conurbation",100,71.9686274509804,"GU212AY, GU212AZ, GU212DN, GU212DU, GU212FB, GU212FD, GU212FE, GU212QJ, GU212QL, GU212QS, GU212QT, GU212RH, GU212RU, GU212SL, GU212TG, GU212TJ, GU212TL, GU212TN, GU212TQ, GU212TW, GU212UA, GU212UB, GU212UD, GU212UE, GU212UF, GU212UJ, GU212UN, GU212UW, GU218XP"
"E01023060","2 Countryside living","2b Prospering countryside life",70,78,83,"41189",2.4,"Urban city and town",79.5121951219512,63.9295774647887,"SO416DJ, SO418ET, SO418GQ, SO418GR, SO418GS, SO418GT, SO418GU, SO418GW, SO418GX, SO418GY, SO418GZ, SO418HA, SO418HB, SO418HD, SO418HE, SO418HN, SO418JB, SO418JD, SO418JS, SO418LB, SO418LD, SO418LE, SO418LF, SO418LG, SO418LH, SO418LQ, SO418LU, SO418PW, SO418QQ, SO418QR, SO419JH, SO419JL, SO419JQ, SO419JR, SO419JS, SO419JT, SO419JU, SO419JW, SO419JX, SO419LB"
"E01021239","8 Suburban living","8a Affluent communities",99,93,82,"63534",2.8,"Urban city and town",100,63.8709677419355,"CM111AA, CM111AB, CM111AH, CM111AJ, CM111AL, CM111AN, CM111AP, CM111AQ, CM111AS, CM111AT, CM111AU, CM111BB, CM111BG, CM111BH, CM111BJ, CM111BL, CM111BN, CM111BP, CM111BS, CM111BY, CM111GG, CM120AT, CM120BD, CM120BE, CM120BG, CM120BJ, CM120RU, CM120RX"
"E01027654","8 Suburban living","8a Affluent communities",99,90,82,"62909",2.4,"Urban city and town",54.4378698224852,64.0405904059041,"HG1 2EU, HG1 2EX, HG1 2HB, HG1 2HE, HG1 2HF, HG1 2JY, HG1 2JZ, HG1 2LL, HG1 2LN, HG1 2LP, HG1 2LR, HG1 2LS, HG1 2LT, HG1 2LU, HG1 2LW, HG1 2NA, HG1 2NG, HG1 2NH, HG1 2NL, HG1 2NN, HG1 2NQ, HG1 2NW, HG1 2NX, HG1 2NY, HG3 1FP, HG3 1QA, HG3 1QB, HG3 2GA, HG3 2GB, HG3 2GD, HG3 2GE, HG3 2GF, HG3 2GG, HG3 2GH, HG3 2GJ, HG3 2SA, HG3 2SD"
"E01010227","3 Ethnically diverse professionals","3b Asian traits",97,91,82,"51396",2.3,"Urban major conurbation",76.2306610407876,64.9572446555819,"B91 2NS, B91 2PA, B91 2PB, B91 2PD, B91 2PE, B91 2PF, B91 2PL, B91 2PP, B91 2PS, B91 2PY, B91 2PZ, B91 2QB, B91 2QD, B91 2QH, B91 2QZ, B91 2RR, B91 2RS, B91 2RT, B91 2RU, B91 2RX, B91 2RY, B91 2SA, B91 2SB, B91 2SD, B91 2SL, B91 2SN, B91 2SP, B91 2SR, B91 2SW, B91 2SZ, B91 2TB, B91 2TD, B91 2TH, B91 2TJ, B91 2TL, B91 2TP, B91 2TQ, B91 2TR, B91 2TX"
"E01015464","8 Suburban living","8a Affluent communities",97,89,82,"67228",2.4,"Urban city and town",61.0942249240122,66,"BH149JT, BH149JU, BH149NA, BH149ND, BH149NH, BH149NL, BH149NN, BH149NR, BH149NT, BH149NU, BH149NX, BH149NY, BH149PG, BH149PH, BH149PJ, BH149PP, BH149PQ, BH149PR, BH149PS, BH149PT, BH149PU, BH149PW, BH149PX, BH149QE, BH149QF, BH149QG, BH149QH, BH149QJ, BH149QL, BH149QN, BH149QQ, BH149QR, BH149QS, BH149QU"
"E01023510","3 Ethnically diverse professionals","3c Highly qualified professionals",88,86,82,"56941",2.4,"Urban city and town",100,73.3856209150327,"SG129AX, SG129EJ, SG129EY, SG129HT, SG129HU, SG129HX, SG129HY, SG129JG, SG129JH, SG129JJ, SG129JL, SG129JN, SG129JP, SG129JQ, SG129JR, SG129JS, SG129JT, SG129JU, SG129JW, SG129JX, SG129JY, SG129JZ, SG129LA, SG129LB, SG129LD, SG129LE, SG129LF, SG129LH, SG129NL, SG129NQ, SG129NR, SG129NX, SG129NY, SG129NZ, SG129PA, SG129PB, SG129PD, SG129PE, SG129PF, SG129PG, SG137EW"
"E01005508","8 Suburban living","8c Comfortable suburbia",88,71,82,"39712",2.6,"Urban major conurbation",79.0619765494137,66.4383954154728,"M24 6XF, OL102LA, OL102LB, OL102LD, OL102LE, OL102LF, OL102LG, OL102LH, OL102LL, OL102LN, OL102LP, OL102LR, OL102LS, OL102LU, OL102LW, OL102NB, OL102ND, OL102NG, OL102NH, OL102NJ, OL102NL, OL102NN, OL102PU, OL102PX, OL102PZ, OL102QA, OL102QD, OL102QE, OL102QF, OL102QG, OL102QR, OL102QS, OL102QT, OL102QU, OL102RD, OL102RN, OL102SX, OL102TB, OL102TD, OL102TN, OL102TP, OL102WA, OL102WE, OL102WF, OL102WH, OL102WJ, OL102WL, OL102WP"
"E01024971","2 Countryside living","2a Ageing rural neighbourhoods",87,84,82,"39280",2.3,"Urban city and town",83.9416058394161,66.4245283018868,"PR7 6DP, PR7 6DY, PR7 6DZ, PR7 6EA, PR7 6EB, PR7 6ED, PR7 6EE, PR7 6EF, PR7 6EG, PR7 6EH, PR7 6EJ, PR7 6EL, PR7 6EP, PR7 6EQ, PR7 6ER, PR7 6EU, PR7 6EW, PR7 6EX, PR7 6GY, PR7 6HL, PR7 6HN, PR7 6HY, PR7 6HZ, PR7 6JA, PR7 6JB, PR7 6JD, PR7 6JF, PR7 6JG, PR7 6JQ, PR7 6LP, PR7 6LR, PR7 6NE, PR7 6NF, PR7 6NJ, PR7 6NL, PR7 6NN, PR7 6NW, PR7 6PB, PR7 6QE"
"E01006024","8 Suburban living","8c Comfortable suburbia",86,83,82,"45626",2.7,"Urban major conurbation",100,63.9446366782007,"SK142PJ, SK142SP, SK142SR, SK142SS, SK142ST, SK142SU, SK142SW, SK142SX, SK143AX, SK143AZ, SK143BD, SK143BE, SK143BG, SK143BH, SK143BJ, SK143BL, SK143BP, SK143BQ, SK143BR, SK143BS, SK143BU, SK143BW, SK143BX, SK143DD, SK143DE, SK143DF, SK143EX, SK143FR, SK143GA, SK143GB, SK143GD, SK143GJ, SK143SA, SK143SB, SK143SD, SK143SE, SK143SF, SK143SG, SK143SH, SK143SJ, SK143SL, SK143SN, SK143SP, SK143SQ, SK143SR, SK143ST, SK143SW"
"E01016618","3 Ethnically diverse professionals","3b Asian traits",86,71,82,"49020",2.6,"Urban city and town",100,66.6408163265306,"RG6 1DS, RG6 1DT, RG6 1DU, RG6 1DY, RG6 1ET, RG6 1EU, RG6 1EZ, RG6 1FA, RG6 1FB, RG6 1FS, RG6 1HA, RG6 1HB, RG6 1HD, RG6 1HE, RG6 1HG, RG6 1HH, RG6 1HJ, RG6 1HL, RG6 1HN, RG6 1HP, RG6 1HQ, RG6 1HR, RG6 1HS, RG6 1HT, RG6 1HU, RG6 1HW, RG6 1JB, RG6 1JY, RG6 1LQ"
"E01016230","3 Ethnically diverse professionals","3c Highly qualified professionals",83,86,82,"58841",2.3,"Urban city and town",100,65.9345794392523,"GU478HW, GU478JE, GU478JF, GU478JG, GU478JW, RG456AN, RG456BF, RG456BP, RG456DP, RG456EZ, RG457HS, RG457HU, RG457HY, RG457LS, RG457NP, RG457PN, RG457PR, RG457PT, RG457PU, RG457PW, RG457QA, RG457QB, RG457QD, RG457QE, RG457QF, RG457QG, RG457QJ, RG457QL, RG457QN, RG457QP, RG457QQ, RG457QR, RG457QS, RG457QT, RG457QU, RG457QW"
"E01016291","8 Suburban living","8c Comfortable suburbia",83,82,82,"50087.5",2.6,"Urban city and town",100,66.5865102639296,"RG146AL, RG146AN, RG146AS, RG146AT, RG146AZ, RG146BN, RG146BW, RG146DN, RG146DP, RG146DR, RG146DT, RG146DW, RG146DX, RG146DY, RG146DZ, RG146EA, RG146EB, RG146EG, RG146EH, RG146EN, RG146ER, RG146ES, RG146ET, RG146EU, RG146GL, RG146HN, RG146HP, RG146HQ, RG146HR, RG146HS, RG146HT, RG146HU, RG146HX, RG146JN, RG146JP, RG146JR, RG146JS, RG146JW, RG146JX, RG146JY, RG146LA, RG146LD, RG146LE, RG146LH"
"E01004893","8 Suburban living","8b Ageing suburbanites",83,76,82,"39967.5",2.6,"Urban major conurbation",100,65.3664921465969,"BL5 2QA, BL5 2QB, BL5 2QE, BL5 2QG, BL5 2QH, BL5 2QP, BL5 3BN, BL5 3DB, BL5 3DD, BL5 3DH, BL5 3HB, BL5 3HH, BL5 3HQ, BL5 3UE, BL5 3UH, BL5 3UQ, BL5 3UY, BL5 3YD, BL5 3YE, BL5 3YF"
"E01017624","3 Ethnically diverse professionals","3a Achieving neighbourhoods",80,84,82,"38894",2.6,"Urban city and town",78.5388127853881,65.8220858895706,"LU6 3ED, LU6 3EE, LU6 3EF, LU6 3EG, LU6 3EH, LU6 3EJ, LU6 3EL, LU6 3EQ, LU6 3ER, LU6 3EU, LU6 3EX, LU6 3EZ, LU6 3FD, LU6 3FE, LU6 3LP, LU6 3LU, LU6 3LX, LU6 3NQ, LU6 3UF"
"E01006301","8 Suburban living","8b Ageing suburbanites",80,76,82,"43161",2.6,"Urban major conurbation",100,69.9659090909091,"WN7 3JU, WN7 3JY, WN7 3JZ, WN7 3LA, WN7 3LB, WN7 3LL, WN7 3LP, WN7 3LR, WN7 3LS, WN7 3LT, WN7 3LX, WN7 3LY, WN7 3LZ, WN7 3NA, WN7 3NB, WN7 3ND, WN7 3NE, WN7 3NF, WN7 3NG, WN7 3NH, WN7 3NJ, WN7 3NL, WN7 3NN, WN7 3NP, WN7 3NQ, WN7 3NR, WN7 3NS, WN7 3NT, WN7 3NU, WN7 3NW, WN7 3NX, WN7 3NY, WN7 3NZ, WN7 3QZ, WN7 3RA, WN7 3RB, WN7 3RU, WN7 3RX, WN7 3RY, WN7 3RZ"
"E01021918","8 Suburban living","8c Comfortable suburbia",79,88,82,"56290",2.7,"Urban city and town",71.0382513661202,65.1974789915966,"SS6 9JW, SS6 9LB, SS6 9LF, SS6 9LG, SS6 9LJ, SS6 9LQ, SS6 9LW, SS6 9NP, SS6 9NR, SS6 9NS, SS6 9NT, SS6 9NU, SS6 9NW, SS6 9NX, SS6 9PH, SS6 9PJ, SS6 9PS, SS6 9PT, SS6 9PU, SS6 9PX, SS6 9PZ, SS6 9QA, SS6 9QB, SS6 9QG, SS6 9QL, SS6 9QN, SS6 9QP, SS6 9QQ, SS6 9QR, SS6 9QS, SS6 9QT, SS6 9QZ, SS6 9RP, SS6 9RT, SS6 9RU, SS6 9RY, SS6 9RZ, SS6 9SW, SS6 9UT"
"E01016500","7 Multicultural living","7b Young ethnic communities",78,78,82,"43252",3,"Urban city and town",100,65.7739726027397,"SL3 7HT, SL3 7HU, SL3 7HY, SL3 7JA, SL3 7JG, SL3 7JN, SL3 7JR, SL3 7JS, SL3 7JT, SL3 7JU, SL3 7JX, SL3 7JY, SL3 7JZ, SL3 7LA, SL3 7LB, SL3 7QP, SL3 7QU, SL3 8NA, SL3 8NB, SL3 8PG, SL3 8PL"
"E01017401","3 Ethnically diverse professionals","3a Achieving neighbourhoods",77,84,82,"53049",2.4,"Urban city and town",100,66.9513888888889,"MK451BF, MK451BP, MK451BU, MK451BY, MK451DD, MK451DH, MK451DJ, MK451DL, MK451DN, MK451DP, MK451DS, MK451DU, MK451DW, MK451DX, MK451DZ, MK451EZ, MK451FL, MK451FN, MK451GG, MK451HG, MK451RP, MK451TJ, MK451UA, MK451UD, MK451UH, MK451UL, MK451UN, MK451UR"
"E01024818","3 Ethnically diverse professionals","3c Highly qualified professionals",97,88,81,"50466.5",2.4,"Urban city and town",83.2865168539326,66.3967517401392,"TN2 5EE, TN2 5EW, TN2 5FA, TN2 5GY, TN2 5HN, TN2 5HP, TN2 5HR, TN2 5HS, TN2 5HT, TN2 5HU, TN2 5HW, TN2 5HX, TN2 5HZ, TN2 5JA, TN2 5JB, TN2 5JE, TN2 5JH, TN2 5JJ, TN2 5JL, TN2 5JQ, TN2 5JR, TN2 5LG, TN2 5LH, TN2 5LJ, TN2 5LL, TN2 5LN, TN2 5LP, TN2 5LR, TN2 5LS, TN2 5LX, TN2 5NA, TN2 5NG, TN2 5NJ, TN2 5NL, TN2 5NQ, TN2 5NR, TN2 5NT, TN2 5NU, TN2 5NY, TN2 5NZ, TN2 5XE, TN2 5XG"
"E01004884","8 Suburban living","8a Affluent communities",97,84,81,"36747",2.1,"Urban city and town",100,66.3246753246753,"BL1 7PT, BL1 7PU, BL6 6AH, BL6 6AJ, BL6 6AL, BL6 6AN, BL6 6AP, BL6 6AQ, BL6 6AR, BL6 6AS, BL6 6AT, BL6 6AU, BL6 6AW, BL6 6AX, BL6 6AY, BL6 6AZ, BL6 6BA, BL6 6BB, BL6 6BD, BL6 6BG, BL6 6BJ, BL6 6BQ, BL6 6BR, BL6 6BU, BL6 6BX, BL6 6BY, BL6 6BZ, BL6 6DA, BL6 6DB, BL6 6DD, BL6 6GP, BL6 6NZ, BL6 6PH, BL6 6PJ, BL6 6PP, BL6 6PR, BL6 6PT, BL6 6PW, BL6 6QG, BL6 6QH, BL6 6QJ, BL6 6QR, BL6 6QS, BL6 6QT, BL6 6QU, BL6 6QX, BL6 6QY, BL6 6QZ, BL6 6RA, BL6 6RB, BL6 6RD, BL6 6RE, BL6 6RF, BL6 6RG, BL6 6RP, BL6 6RR, BL6 6RS, BL6 6RT, BL6 6RU, BL6 6RW, BL6 6RY, BL6 6RZ, BL6 6SA, BL6 6SB, BL6 6SD, BL6 6SE, BL6 6SH, BL6 6SJ, BL6 6SP, BL6 6TJ, BL6 6TL, BL6 6TN, BL6 6TQ, BL6 6TR, BL6 6TS, BL6 6TT, BL6 7ET"
"E01020612","8 Suburban living","8b Ageing suburbanites",95,77,81,"36089.5",2.4,"Urban major conurbation",100,64.7422222222222,"DH2 1AB, DH2 1AE, DH2 1AG, DH2 1AN, DH2 1AQ, DH2 1AY, DH2 1LN, DH2 1SR, DH2 1SS, DH2 1ST, DH2 1UR, DH3 2AE, DH3 2AF, DH3 3RT, DH3 3RZ, DH3 3SB, DH3 3SD, DH3 3UF, DH3 3UJ, DH3 3UL, DH3 4AA, DH3 4AB, DH3 4AD, DH3 4AE, DH3 4AF, DH3 4AG, DH3 4AH, DH3 4AJ, DH3 4AL, DH3 4AP, DH3 4AQ, DH3 4AR, DH3 4AS, DH3 4AT, DH3 4AW, DH3 4AX, DH3 4AY, DH3 4AZ, DH3 4DA, DH3 4DB, DH3 4DD, DH3 4DE, DH3 4DF, DH3 4DG"
"E01020226","8 Suburban living","8a Affluent communities",91,86,81,"41495",2.4,"Urban city and town",100,69.6691542288557,"TQ121AQ, TQ121AR, TQ121BD, TQ121BG, TQ121BL, TQ121DS, TQ121DU, TQ121DX, TQ121DZ, TQ121EE, TQ121EF, TQ121EG, TQ121EH, TQ121EJ, TQ121EL, TQ121EN, TQ121EQ, TQ121ER, TQ121ES, TQ121ET, TQ121EW, TQ121FJ, TQ121FP, TQ121FU, TQ121GH, TQ121GJ, TQ121GL, TQ121GQ, TQ121HA, TQ121HB, TQ121HD, TQ121HE, TQ121HF, TQ121HG, TQ121HJ, TQ121HL, TQ121HN, TQ121HP, TQ121HQ, TQ121HR, TQ121HS, TQ121HT, TQ121HW, TQ121HY, TQ121HZ, TQ121JB, TQ121JD, TQ121LR, TQ121LS, TQ121LT, TQ121LU, TQ121LX, TQ121LY, TQ121QP, TQ121QT, TQ121RA, TQ121YN, TQ121YW, TQ126AA, TQ126AD, TQ126BS, TQ126BT, TQ126BU, TQ126FD, TQ126TP, TQ126YB, TQ126YD"
"E01021157","8 Suburban living","8a Affluent communities",90,73,81,"47857",2.5,"Urban city and town",100,64.0433333333333,"TN6 1SX, TN6 2DZ, TN6 2FA, TN6 2FE, TN6 2GH, TN6 2GZ, TN6 2HZ, TN6 2QD, TN6 2QE, TN6 2QF, TN6 2QG, TN6 2QH, TN6 2QJ, TN6 2QL, TN6 2QN, TN6 2QP, TN6 2QS, TN6 2QT, TN6 2QU, TN6 2QW, TN6 2QX, TN6 2RA, TN6 2RB, TN6 2RD, TN6 2RE, TN6 2RG, TN6 2RH, TN6 2RN, TN6 2RQ, TN6 2RX, TN6 2RY, TN6 2RZ, TN6 2SA, TN6 2SB, TN6 2SF, TN6 2SG, TN6 2SL, TN6 2SN, TN6 2SP, TN6 2SR, TN6 2ST, TN6 2SU, TN6 2SX, TN6 2SY, TN6 2SZ, TN6 2TA, TN6 2TB, TN6 2TD, TN6 2TE, TN6 2TF, TN6 2TG, TN6 2TH, TN6 2TJ, TN6 2TN, TN6 2TQ, TN6 2TT, TN6 2TU, TN6 2TW, TN6 2TX, TN6 2TY, TN6 2UA, TN6 2UB, TN6 2UD, TN6 2UE, TN6 2UF, TN6 2UG, TN6 2UH, TN6 2UJ, TN6 2UL, TN6 2UN, TN6 2UP, TN6 2UR, TN6 2UT, TN6 2UU, TN6 2UW"
"E01028123","8 Suburban living","8c Comfortable suburbia",88,78,81,"42705",2.5,"Urban minor conurbation",100,65.4745222929936,"NG161FP, NG161FS, NG161FX, NG161FY, NG161GB, NG161GD, NG161GE, NG161GF, NG161GG, NG161GH, NG161GJ, NG161GL, NG161GN, NG161GY, NG161GZ, NG161HA, NG161HD, NG161HE, NG161HF, NG161HG, NG161HH, NG161HJ, NG161HL, NG161HN, NG161HP, NG161HQ, NG161HR, NG161HS, NG161HT, NG161HU, NG161HX, NG161HY, NG161HZ, NG161JA, NG161JB, NG161JD, NG161JE, NG161JF, NG161JG, NG161JH, NG161JJ, NG161JP, NG161JS, NG161JT, NG161JU, NG161JW, NG161JX, NG161JY, NG161JZ, NG161LA, NG161LB, NG162TE"
"E01004775","2 Countryside living","2a Ageing rural neighbourhoods",88,72,81,"39885.5",2.3,"Urban city and town",100,71.1154562383613,"BL5 3BF, BL5 3LN, BL5 3LP, BL5 3LR, BL5 3LS, BL5 3LT, BL5 3LU, BL5 3ND, BL5 3NF, BL5 3NH, BL5 3NJ, BL5 3NL, BL5 3NN, BL5 3NP, BL5 3PN, BL5 3PW, BL6 4AA, BL6 4AB, BL6 4AD, BL6 4AE, BL6 4AF, BL6 4AG, BL6 4AH, BL6 4AL, BL6 4AN, BL6 4AP, BL6 4AQ, BL6 4AR, BL6 4AS, BL6 4AT, BL6 4AU, BL6 4AW, BL6 4BF, BL6 4BL, BL6 4BP, BL6 4BR, BL6 4BS, BL6 4BT, BL6 4BU, BL6 4BY, BL6 4BZ, BL6 4DB, BL6 4DE, BL6 4DH, BL6 4DJ, BL6 4DN, BL6 4DP, BL6 4DQ, BL6 4DW, BL6 4DX, BL6 4DY, BL6 4DZ, BL6 4EY, BL6 4FU, BL6 4GG, BL6 4GH, BL6 4GJ, BL6 4GL, BL6 4GP, BL6 4GQ, BL6 4GR, BL6 4GS, BL6 4GT, BL6 4LE, BL6 4LN, BL6 4ND, BL6 4NU, BL6 4NW, BL6 4QR, BL6 4SA, BL6 4SB, BL6 4SD, BL6 4SE, BL6 4SF, BL6 4SG, BL6 4TW, BL6 6JW, BL6 6LB, BL6 6RQ, BL6 6SF, WN2 1QD, WN2 1QE, WN2 1QG, WN2 1QY, WN2 1RA, WN2 1RB, WN2 1RD"
"E01025387","5 Industrious communities","5b Aspiring urban households",87,74,81,"27431",2.6,"Urban city and town",100,68.9378378378378,"BB4 6ND, BB4 6QG, BB4 6RY, BB4 6SA, BB4 6SB, BB4 6SG, BB4 6SH, BB4 6SJ, BB4 6SL, BB4 6SN, BB4 6SP, BB4 6SQ, BB4 6SR, BB4 6SS, BB4 6SW, BB4 8EE, BB4 8EL, BB4 8FW, BB4 8RP, BB4 8RR, BB4 8RS, BB4 8RT, BB4 8RZ, BB4 8SA, BB4 8SP, BB4 8SR, BB4 8SS, BB4 8ST, BB4 8SU, BB4 8SW, BB4 8SX, BB4 8SY, BB4 8TT, BB4 8TU, BB4 8TW, BB4 8TX, BB4 8TY, BB4 8TZ, BB4 8UN"
"E01015797","8 Suburban living","8c Comfortable suburbia",86,71,81,"35602",2.6,"Urban city and town",77.7365491651206,67.5372340425532,"LU2 8BP, LU2 8BQ, LU2 8BU, LU2 8BW, LU2 8BX, LU2 8DA, LU2 8DD, LU2 8DE, LU2 8DF, LU2 8DL, LU2 8EJ, LU2 8EL, LU2 8EN, LU2 8EP, LU2 8ER, LU2 8ES, LU2 8EW, LU2 8EX, LU2 8EY, LU2 8EZ"
"E01030661","8 Suburban living","8a Affluent communities",85,84,81,"51445.5",2.4,"Urban major conurbation",53.8677918424754,68.4960212201592,"KT151AP, KT151AR, KT151BG, KT151DB, KT151DD, KT151DF, KT151DG, KT151DH, KT151DJ, KT151DL, KT151DN, KT151DP, KT151DQ, KT151DR, KT151DS, KT151DT, KT151DW, KT151EH, KT151EJ, KT151EL, KT151EN, KT151EP, KT151ER, KT151ES, KT151ET, KT151EW, KT151EX, KT151EY, KT151EZ, KT151FF, KT151FL, KT151HB, KT151HD, KT151HF, KT151HH, KT151HJ, KT151HL, KT151HN, KT151HQ"
"E01016190","3 Ethnically diverse professionals","3a Achieving neighbourhoods",85,83,81,"40577",2.5,"Urban city and town",100,64.0434782608696,"RG122BW, RG122EW, RG122GQ, RG122HS, RG122HX, RG122HZ, RG122JA, RG122JB, RG122JD, RG122JE, RG122JF, RG122JJ, RG122JL, RG122JN, RG122JP, RG122JQ, RG122JR, RG122JT, RG122JW, RG122JZ, RG122LF, RG122LU, RG122LX, RG122NA, RG122NB, RG122ND, RG122NG, RG122NQ, RG122PG, RG122PH, RG122PP, RG122PR, RG122PS, RG122PT, RG122PU, RG122RE, RG122RG, RG122RH, RG422JT, RG422JU, RG422LR"
"E01016238","5 Industrious communities","5a Ageing urban communities",84,80,81,"39379",2.4,"Urban city and town",100,71.5758754863813,"RG121AP, RG122GH, RG122GS, RG122GU, RG122GW, RG122HP, RG122HY, RG122JG, RG122LS, RG122XT, RG422AB, RG422AD, RG422AE, RG422AG, RG422HF, RG422HJ, RG422HL, RG422JX, RG422JY, RG422LA, RG422LD, RG422LE, RG422LG, RG422LH, RG422LJ, RG422LL, RG422LN, RG422LP, RG422LX, RG422NW, RG422QY"
"E01006062","8 Suburban living","8c Comfortable suburbia",83,77,81,"39293",2.6,"Urban major conurbation",61.1481975967957,64.9346405228758,"SK153FJ, SK153FL, SK153FN, SK153JN, SK153LP, SK153LR, SK153LS, SK153LT, SK153LU, SK153LW, SK153LX, SK153LY, SK153LZ, SK153NB, SK153ND, SK153NF, SK153NG, SK153NH, SK153NJ, SK153NL, SK153NN, SK153NQ, SK153NR, SK153NS, SK153NT, SK153NU, SK153NX, SK153NY, SK153NZ, SK153PA, SK153PB, SK153PD, SK153PE, SK153PF, SK153PG, SK153PH, SK153PJ, SK153PQ, SK153QF, SK153QG, SK153RA, SK153RB, SK153RE, SK153RG, SK153RH, SK153SE"
"E01016410","3 Ethnically diverse professionals","3b Asian traits",82,81,81,"51231",2.5,"Urban city and town",74.9090909090909,70.5279329608938,"RG4 5DN, RG4 5LL, RG4 5LN, RG4 5LP, RG4 6AB, RG4 6AD, RG4 6AE, RG4 6LA, RG4 6LE, RG4 6LF, RG4 6LH, RG4 6LJ, RG4 6LR, RG4 6LS, RG4 6LT, RG4 6LU, RG4 6LX, RG4 6LY, RG4 6LZ, RG4 6NA, RG4 6NB, RG4 6ND, RG4 6NF, RG4 6NH, RG4 6NJ, RG4 6NL, RG4 6NN, RG4 6NP, RG4 6NR, RG4 6NS, RG4 6NT, RG4 6NU, RG4 6NX, RG4 6NY, RG4 6NZ, RG4 6PA, RG4 6PD, RG4 6PH, RG4 6PJ"
"E01023003","5 Industrious communities","5c Comfortable neighbourhoods",81,71,81,"35850",2.2,"Urban city and town",85.2589641434263,65.58934169279,"SO454AB, SO454AX, SO454AY, SO454HW, SO454JB, SO454JE, SO454JH, SO454JL, SO454JN, SO454JP, SO454JQ, SO454JR, SO454JS, SO454JU, SO454LA, SO454LB, SO454NU, SO454NX, SO454NY, SO454PB, SO454PD, SO454PE, SO454PF, SO454PG, SO454PH, SO454PJ, SO454PL, SO454PN, SO454PP, SO454PQ, SO454PT, SO454PU, SO454PX, SO454PY, SO454PZ, SO454QA, SO454RA, SO454RB, SO454RD, SO454RE, SO454RF, SO454RG, SO454RH, SO454RJ, SO454RL, SO454RP, SO454RS, SO454RT, SO454RX, SO454SE, SO455QQ"
"E01030655","3 Ethnically diverse professionals","3a Achieving neighbourhoods",79,78,81,"50111",2.3,"Urban major conurbation",50.8960573476703,74.2442105263158,"KT152TD, KT169BL, KT169FP, KT169FR, KT169GF, KT169JX, KT169LE, KT169LF, KT169LG, KT169LH, KT169LJ, KT169LL, KT169LP, KT169LR, KT169LS, KT169LT, KT169LU, KT169LZ, KT169PB, KT169PD, KT169PE, KT169PF, KT169PG, KT169PH, KT169PJ, KT169PL, KT169PN, KT169PP, KT169PQ, KT169QL, KT169QN, KT169QP, KT169QQ, KT169QR, KT169QS, KT169QT, KT169QW, KT169RU"
"E01030893","3 Ethnically diverse professionals","3c Highly qualified professionals",77,73,81,"41997",2.4,"Urban city and town",79.3528505392912,69.7881355932203,"GU9 8AP, GU9 8BF, GU9 8BP, GU9 8BS, GU9 8BT, GU9 8BU, GU9 8BX, GU9 8BY, GU9 8DH, GU9 8DQ, GU9 9EJ, GU9 9FB, GU9 9FD, GU9 9FE, GU9 9FG, GU9 9FH, GU9 9FN, GU9 9FQ, GU9 9JA, GU9 9JB, GU9 9PN, GU9 9PS, GU9 9PY, GU9 9QJ, GU9 9QL, GU9 9QN, GU9 9QP, GU9 9QR, GU9 9QS, GU9 9QT, GU9 9QU, GU9 9QX, GU9 9QY, GU9 9QZ, GU9 9RB, GU9 9RD, GU9 9RE, GU9 9RF, GU9 9RG, GU9 9RH, GU9 9RL, GU9 9RN, GU9 9RQ, GU9 9RW"
"E01016769","3 Ethnically diverse professionals","3b Asian traits",76,72,81,"52589.5",2.4,"Urban city and town",60.0840336134454,65.3266666666667,"MK150BG, MK159AA, MK159AB, MK159AD, MK159DJ, MK159DL, MK159EU, MK159EX, MK159EY, MK159EZ, MK159HA, MK159HB, MK159HD, MK159HL, MK159HN, MK159HP, MK159HS, MK159HT, MK159HU, MK159HX, MK159HY, MK159HZ, MK159JD, MK159JE, MK159JF, MK159JH, MK159JJ, MK159JL, MK159JP, MK159JQ, MK159JR, MK159JT, MK159JU, MK159JW, MK159JZ, MK159LA, MK159LB, MK159LD, MK159LG, MK159LH, MK159LJ, MK159LL, MK159LP, MK159LR, MK159LS, MK159LT, MK159LU, MK159LZ, MK159NA"
